"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"from.name";"from.id";"created_time";"comments";"reactions";"shares";"comment_likes";"comment_comments"
"2";"1408";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:13:29+0000";"";"";"";"0";"0"
"2";"1409";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:16:01+0000";"";"";"";"0";"0"
"2";"1410";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:16:38+0000";"";"";"";"0";"0"
"2";"1411";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:17:02+0000";"";"";"";"1";"0"
"2";"1412";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:19:12+0000";"";"";"";"0";"0"
"2";"1413";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:22:51+0000";"";"";"";"0";"0"
"2";"1414";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:23:13+0000";"";"";"";"0";"0"
"2";"1415";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:23:19+0000";"";"";"";"0";"0"
"2";"1416";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:23:36+0000";"";"";"";"0";"0"
"2";"1417";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:25:34+0000";"";"";"";"2";"0"
"2";"1418";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:27:53+0000";"";"";"";"7";"0"
"2";"1419";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:28:04+0000";"";"";"";"1";"0"
"2";"1420";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:28:59+0000";"";"";"";"1";"1"
"2";"1421";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:31:47+0000";"";"";"";"0";"0"
"2";"1422";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:33:31+0000";"";"";"";"0";"0"
"2";"1423";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:36:39+0000";"";"";"";"0";"0"
"2";"1424";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:37:19+0000";"";"";"";"0";"0"
"2";"1425";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:37:38+0000";"";"";"";"0";"0"
"2";"1426";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:39:02+0000";"";"";"";"0";"0"
"2";"1427";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:40:13+0000";"";"";"";"0";"0"
"2";"1428";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:41:10+0000";"";"";"";"0";"0"
"2";"1429";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:42:43+0000";"";"";"";"0";"0"
"2";"1430";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:45:55+0000";"";"";"";"0";"0"
"2";"1431";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:46:24+0000";"";"";"";"0";"0"
"2";"1432";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:47:27+0000";"";"";"";"0";"0"
"2";"1433";"120";"7382473689_10160611497803690";"offcut";"";"fetched (200)";"2022-02-22 01:15:07.287401";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";""
"2";"1434";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:47:29+0000";"";"";"";"1";"2"
"2";"1435";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:48:55+0000";"";"";"";"0";"0"
"2";"1436";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:50:22+0000";"";"";"";"0";"0"
"2";"1437";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:50:34+0000";"";"";"";"0";"0"
"2";"1438";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T20:54:06+0000";"";"";"";"0";"0"
"2";"1439";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:00:04+0000";"";"";"";"0";"0"
"2";"1440";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:00:43+0000";"";"";"";"0";"0"
"2";"1441";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:04:19+0000";"";"";"";"13";"1"
"2";"1442";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:04:44+0000";"";"";"";"0";"0"
"2";"1443";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:04:48+0000";"";"";"";"0";"0"
"2";"1444";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:05:21+0000";"";"";"";"0";"0"
"2";"1445";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:07:51+0000";"";"";"";"2";"0"
"2";"1446";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:08:32+0000";"";"";"";"0";"2"
"2";"1447";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:09:06+0000";"";"";"";"0";"0"
"2";"1448";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:19:25+0000";"";"";"";"0";"0"
"2";"1449";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:22:20+0000";"";"";"";"0";"0"
"2";"1450";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:25:34+0000";"";"";"";"0";"0"
"2";"1451";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:29:08+0000";"";"";"";"0";"0"
"2";"1452";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:30:10+0000";"";"";"";"0";"0"
"2";"1453";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:32:24+0000";"";"";"";"1";"0"
"2";"1454";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:35:56+0000";"";"";"";"0";"0"
"2";"1455";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:36:30+0000";"";"";"";"0";"0"
"2";"1456";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:36:46+0000";"";"";"";"0";"0"
"2";"1457";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:38:09+0000";"";"";"";"0";"0"
"2";"1458";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:39:15+0000";"";"";"";"0";"0"
"2";"1459";"120";"7382473689_10160611497803690";"offcut";"";"fetched (200)";"2022-02-22 01:15:07.602400";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";""
"2";"1460";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:44:50+0000";"";"";"";"0";"0"
"2";"1461";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:46:31+0000";"";"";"";"0";"0"
"2";"1462";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:47:08+0000";"";"";"";"0";"0"
"2";"1463";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:47:58+0000";"";"";"";"0";"0"
"2";"1464";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:54:02+0000";"";"";"";"1";"1"
"2";"1465";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:56:33+0000";"";"";"";"0";"0"
"2";"1466";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:56:58+0000";"";"";"";"0";"0"
"2";"1467";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T21:58:15+0000";"";"";"";"0";"0"
"2";"1468";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:03:29+0000";"";"";"";"0";"0"
"2";"1469";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:08:16+0000";"";"";"";"0";"0"
"2";"1470";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:08:18+0000";"";"";"";"0";"0"
"2";"1471";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:11:53+0000";"";"";"";"0";"0"
"2";"1472";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:12:51+0000";"";"";"";"0";"0"
"2";"1473";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:14:09+0000";"";"";"";"0";"0"
"2";"1474";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:16:28+0000";"";"";"";"0";"0"
"2";"1475";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:19:14+0000";"";"";"";"0";"0"
"2";"1476";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:21:03+0000";"";"";"";"0";"0"
"2";"1477";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:21:12+0000";"";"";"";"0";"0"
"2";"1478";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:22:10+0000";"";"";"";"0";"0"
"2";"1479";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:22:25+0000";"";"";"";"0";"0"
"2";"1480";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:23:58+0000";"";"";"";"1";"0"
"2";"1481";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:24:15+0000";"";"";"";"0";"0"
"2";"1482";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:29:26+0000";"";"";"";"0";"0"
"2";"1483";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:30:00+0000";"";"";"";"0";"0"
"2";"1484";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:37:40+0000";"";"";"";"0";"0"
"2";"1485";"120";"7382473689_10160611497803690";"offcut";"";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";""
"2";"1486";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:38:10+0000";"";"";"";"0";"0"
"2";"1487";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:46:56+0000";"";"";"";"0";"0"
"2";"1488";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:47:33+0000";"";"";"";"0";"0"
"2";"1489";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:49:25+0000";"";"";"";"0";"0"
"2";"1490";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:52:33+0000";"";"";"";"0";"0"
"2";"1491";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:54:54+0000";"";"";"";"0";"0"
"2";"1492";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T22:59:24+0000";"";"";"";"0";"0"
"2";"1493";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:01:53+0000";"";"";"";"0";"0"
"2";"1494";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:13:42+0000";"";"";"";"0";"0"
"2";"1495";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:16:24+0000";"";"";"";"0";"0"
"2";"1496";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:21:23+0000";"";"";"";"0";"0"
"2";"1497";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:21:49+0000";"";"";"";"0";"0"
"2";"1498";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:23:14+0000";"";"";"";"0";"0"
"2";"1499";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:27:22+0000";"";"";"";"0";"0"
"2";"1500";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:40:10+0000";"";"";"";"0";"0"
"2";"1501";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:45:53+0000";"";"";"";"0";"0"
"2";"1502";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:46:44+0000";"";"";"";"0";"0"
"2";"1503";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:47:29+0000";"";"";"";"0";"0"
"2";"1504";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-21T23:56:49+0000";"";"";"";"0";"0"
"2";"1505";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-22T00:03:39+0000";"";"";"";"0";"0"
"2";"1506";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-22T00:10:08+0000";"";"";"";"0";"0"
"2";"1507";"120";"7382473689_10160611497803690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"2022-02-22T00:15:00+0000";"";"";"";"0";"0"
"2";"1508";"120";"7382473689_10160611497803690";"offcut";"";"fetched (200)";"2022-02-22 01:15:07.948402";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";""
"2";"1509";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:01:49+0000";"";"";"";"8";"0"
"2";"1510";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:01:59+0000";"";"";"";"0";"0"
"2";"1511";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:01:59+0000";"";"";"";"4";"0"
"2";"1512";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:00+0000";"";"";"";"0";"3"
"2";"1513";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:01+0000";"";"";"";"0";"0"
"2";"1514";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:06+0000";"";"";"";"0";"0"
"2";"1515";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:09+0000";"";"";"";"0";"0"
"2";"1516";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:18+0000";"";"";"";"2";"0"
"2";"1517";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:22+0000";"";"";"";"0";"0"
"2";"1518";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:26+0000";"";"";"";"0";"0"
"2";"1519";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:45+0000";"";"";"";"2";"1"
"2";"1520";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:46+0000";"";"";"";"0";"0"
"2";"1521";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:52+0000";"";"";"";"2";"0"
"2";"1522";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:02:56+0000";"";"";"";"0";"0"
"2";"1523";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:07+0000";"";"";"";"0";"0"
"2";"1524";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:12+0000";"";"";"";"1";"0"
"2";"1525";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:18+0000";"";"";"";"0";"0"
"2";"1526";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:32+0000";"";"";"";"1";"0"
"2";"1527";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:32+0000";"";"";"";"3";"0"
"2";"1528";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:36+0000";"";"";"";"9";"6"
"2";"1529";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:36+0000";"";"";"";"0";"0"
"2";"1530";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:41+0000";"";"";"";"0";"3"
"2";"1531";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:42+0000";"";"";"";"0";"0"
"2";"1532";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:47+0000";"";"";"";"1";"0"
"2";"1533";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:03:49+0000";"";"";"";"0";"0"
"2";"1534";"121";"7382473689_10160611476263690";"offcut";"";"fetched (200)";"2022-02-22 01:15:08.715411";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";""
"2";"1535";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.978487";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:04:02+0000";"";"";"";"0";"0"
"2";"1536";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.978487";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:04:02+0000";"";"";"";"2";"0"
"2";"1537";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.978487";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:04:08+0000";"";"";"";"0";"0"
"2";"1538";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.978487";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:04:08+0000";"";"";"";"0";"0"
"2";"1539";"121";"7382473689_10160611476263690";"data";"data.*";"fetched (200)";"2022-02-22 01:15:08.978487";"Facebook:/<post-id>/comments";"";"";"2022-02-21T19:04:09+0000";"";"";"";"0";"0"
